"id","loyalty_status","purchase_frequency","purchase_amount","product_category"
88529,"Silver","occasional",7360,"Beauty"
88530,"Regular","rare",15346,"Clothing"
88531,"Regular","occasional",9575,"Health"
88532,"Gold","rare",2046,"Electronics"
88533,"Silver","rare",3055,"Home"
88534,"Gold","rare",7671,"Electronics"
88535,"Silver","frequent",9650,"Food"
88536,"Gold","rare",4797,"Electronics"
88537,"Regular","rare",9030,"Electronics"
88538,"Regular","frequent",12643,"Food"
88539,"Regular","rare",14704,"Electronics"
88540,"Silver","occasional",2870,"Food"
88541,"Regular","frequent",6282,"Home"
88542,"Silver","frequent",15595,"Electronics"
88543,"Gold","rare",5139,"Clothing"
88544,"Silver","rare",8354,"Health"
88545,"Gold","rare",7006,"Health"
88546,"Regular","occasional",10780,"Clothing"
88547,"Gold","rare",9668,"Health"
88548,"Regular","rare",6239,"Electronics"
88549,"Regular","rare",8994,"Books"
88550,"Regular","occasional",1533,"Electronics"
88551,"Regular","rare",12861,"Books"
88552,"Silver","occasional",13139,"Electronics"
88553,"Regular","rare",4561,"Books"
88554,"Regular","frequent",9209,"Home"
88555,"Silver","occasional",10499,"Health"
88556,"Silver","occasional",5671,"Electronics"
88557,"Regular","rare",6219,"Beauty"
88558,"Regular","frequent",15651,"Clothing"
88559,"Regular","occasional",13296,"Health"
88560,"Gold","rare",6108,"Health"
88561,"Regular","rare",15374,"Health"
88562,"Regular","rare",3008,"Electronics"
88563,"Regular","frequent",7151,"Electronics"
88564,"Silver","rare",13809,"Clothing"
88565,"Gold","occasional",14960,"Electronics"
88566,"Regular","rare",8249,"Books"
88567,"Regular","rare",8285,"Electronics"
88568,"Regular","rare",15507,"Beauty"
88569,"Silver","occasional",4533,"Home"
88570,"Silver","rare",9614,"Home"
88571,"Regular","rare",14173,"Health"
88572,"Silver","rare",6251,"Clothing"
88573,"Silver","occasional",14075,"Beauty"
88574,"Regular","occasional",11824,"Books"
88575,"Regular","occasional",6551,"Clothing"
88576,"Regular","occasional",15311,"Food"
88577,"Regular","rare",6882,"Electronics"
88578,"Regular","rare",3205,"Food"
88579,"Silver","frequent",15433,"Food"
88580,"Regular","occasional",17117,"Electronics"
88581,"Gold","rare",10457,"Clothing"
88582,"Silver","rare",10528,"Clothing"
88583,"Regular","frequent",5898,"Books"
88584,"Regular","rare",3945,"Clothing"
88585,"Regular","occasional",7911,"Home"
88586,"Regular","rare",11387,"Food"
88587,"Regular","rare",14407,"Electronics"
88588,"Silver","frequent",6868,"Electronics"
88589,"Regular","rare",11815,"Electronics"
88590,"Silver","occasional",3561,"Books"
88591,"Regular","occasional",7943,"Books"
88592,"Regular","frequent",6370,"Electronics"
88593,"Silver","rare",6012,"Health"
88594,"Regular","occasional",6018,"Electronics"
88595,"Regular","rare",7360,"Health"
88596,"Regular","rare",6795,"Health"
88597,"Regular","occasional",13820,"Books"
88598,"Regular","rare",2358,"Books"
88599,"Silver","rare",11652,"Electronics"
88600,"Regular","rare",10320,"Clothing"
88601,"Silver","frequent",3598,"Electronics"
88602,"Silver","frequent",3688,"Food"
88603,"Silver","occasional",6092,"Electronics"
88604,"Regular","rare",9069,"Electronics"
88605,"Regular","occasional",17022,"Electronics"
88606,"Regular","rare",10649,"Food"
88607,"Silver","frequent",14521,"Clothing"
88608,"Regular","rare",3756,"Books"
88609,"Regular","frequent",2198,"Books"
88610,"Silver","rare",7770,"Clothing"
88611,"Silver","rare",13718,"Beauty"
88612,"Gold","occasional",5599,"Clothing"
88613,"Regular","rare",15442,"Food"
88614,"Regular","frequent",10650,"Electronics"
88615,"Silver","rare",5202,"Food"
88616,"Regular","rare",6864,"Health"
88617,"Regular","rare",13785,"Electronics"
88618,"Silver","rare",10438,"Electronics"
88619,"Regular","rare",13022,"Health"
88620,"Silver","occasional",9713,"Electronics"
88621,"Regular","rare",8570,"Electronics"
88622,"Regular","frequent",12854,"Home"
88623,"Regular","frequent",20790,"Electronics"
88624,"Regular","rare",13836,"Books"
88625,"Regular","rare",15836,"Books"
88626,"Regular","rare",4660,"Clothing"
88627,"Silver","rare",8611,"Clothing"
88628,"Regular","occasional",7016,"Clothing"
88629,"Regular","rare",15315,"Electronics"
88630,"Regular","rare",3466,"Health"
88631,"Regular","occasional",17685,"Home"
88632,"Silver","rare",11544,"Clothing"
88633,"Silver","occasional",1859,"Health"
88634,"Silver","frequent",16638,"Books"
88635,"Silver","frequent",6769,"Food"
88636,"Regular","rare",18085,"Electronics"
88637,"Regular","frequent",20655,"Food"
88638,"Regular","occasional",6610,"Clothing"
88639,"Silver","occasional",11792,"Beauty"
88640,"Silver","frequent",5929,"Food"
88641,"Regular","rare",3057,"Electronics"
88642,"Silver","frequent",2899,"Home"
88643,"Regular","rare",3663,"Food"
88644,"Gold","rare",15499,"Electronics"
88645,"Regular","rare",11666,"Electronics"
88646,"Regular","rare",4811,"Food"
88647,"Silver","frequent",17222,"Home"
88648,"Gold","rare",13674,"Clothing"
88649,"Regular","rare",3044,"Books"
88650,"Regular","rare",3791,"Electronics"
88651,"Silver","occasional",2002,"Electronics"
88652,"Regular","rare",17799,"Electronics"
88653,"Regular","rare",6071,"Food"
88654,"Silver","rare",10389,"Books"
88655,"Silver","rare",19300,"Food"
88656,"Regular","occasional",11048,"Health"
88657,"Regular","rare",10413,"Clothing"
88658,"Silver","rare",3229,"Books"
88659,"Regular","frequent",9227,"Books"
88660,"Silver","occasional",10867,"Beauty"
88661,"Silver","rare",16913,"Electronics"
88662,"Silver","rare",16612,"Books"
88663,"Silver","rare",9676,"Electronics"
88664,"Regular","occasional",3433,"Electronics"
88665,"Regular","rare",9331,"Beauty"
88666,"Regular","rare",17320,"Books"
88667,"Regular","rare",5808,"Beauty"
88668,"Regular","frequent",6682,"Food"
88669,"Regular","frequent",2211,"Home"
88670,"Gold","rare",11148,"Food"
88671,"Regular","rare",11075,"Books"
88672,"Silver","rare",8549,"Books"
88673,"Regular","rare",6465,"Electronics"
88674,"Regular","frequent",7112,"Food"
88675,"Regular","rare",8914,"Home"
88676,"Gold","rare",5050,"Electronics"
88677,"Regular","occasional",2811,"Electronics"
88678,"Regular","frequent",15331,"Electronics"
88679,"Silver","rare",11662,"Books"
88680,"Regular","occasional",6359,"Electronics"
88681,"Regular","rare",7559,"Health"
88682,"Silver","rare",9953,"Food"
88683,"Silver","occasional",2312,"Health"
88684,"Silver","rare",6558,"Clothing"
88685,"Regular","rare",13184,"Health"
88686,"Regular","occasional",9443,"Food"
88687,"Gold","occasional",3537,"Books"
88688,"Regular","frequent",16394,"Clothing"
88689,"Silver","rare",10275,"Electronics"
88690,"Gold","rare",4982,"Clothing"
88691,"Regular","rare",7482,"Electronics"
88692,"Silver","rare",2322,"Clothing"
88693,"Silver","rare",7270,"Electronics"
88694,"Regular","rare",14114,"Clothing"
88695,"Silver","rare",12300,"Electronics"
88696,"Regular","occasional",10150,"Electronics"
88697,"Gold","occasional",2841,"Electronics"
88698,"Silver","rare",10564,"Food"
88699,"Gold","rare",2336,"Food"
88700,"Regular","frequent",7401,"Books"
88701,"Regular","frequent",16775,"Electronics"
88702,"Silver","frequent",15115,"Electronics"
88703,"Silver","rare",3446,"Electronics"
88704,"Silver","rare",12461,"Electronics"
88705,"Regular","frequent",12923,"Clothing"
88706,"Gold","frequent",5488,"Electronics"
88707,"Silver","rare",10131,"Electronics"
88708,"Regular","occasional",13717,"Food"
88709,"Regular","occasional",9178,"Food"
88710,"Gold","rare",16626,"Health"
88711,"Silver","occasional",7885,"Home"
88712,"Regular","rare",3744,"Food"
88713,"Silver","rare",12961,"Clothing"
88714,"Regular","rare",14565,"Food"
88715,"Regular","frequent",8478,"Electronics"
88716,"Regular","rare",5774,"Food"
88717,"Regular","occasional",5722,"Clothing"
88718,"Silver","rare",14661,"Clothing"
88719,"Gold","frequent",11568,"Food"
88720,"Regular","frequent",10675,"Food"
88721,"Regular","occasional",16864,"Electronics"
88722,"Gold","rare",5945,"Books"
88723,"Regular","rare",10902,"Food"
88724,"Regular","rare",2026,"Books"
88725,"Silver","frequent",1807,"Books"
88726,"Regular","occasional",11643,"Clothing"
88727,"Silver","frequent",5482,"Food"
88728,"Silver","rare",13320,"Books"
88729,"Regular","frequent",12012,"Electronics"
88730,"Regular","occasional",13935,"Electronics"
88731,"Regular","rare",2195,"Books"
88732,"Regular","rare",13068,"Electronics"
88733,"Regular","rare",3994,"Books"
88734,"Regular","frequent",4463,"Clothing"
88735,"Regular","frequent",9459,"Health"
88736,"Gold","rare",4630,"Food"
88737,"Regular","rare",11936,"Electronics"
88738,"Regular","frequent",14244,"Food"
88739,"Regular","rare",8906,"Food"
88740,"Gold","rare",2240,"Clothing"
88741,"Silver","occasional",1949,"Electronics"
88742,"Silver","frequent",12024,"Home"
88743,"Silver","occasional",9554,"Electronics"
88744,"Regular","rare",1989,"Clothing"
88745,"Silver","rare",12318,"Clothing"
88746,"Silver","occasional",17809,"Electronics"
88747,"Regular","rare",6615,"Food"
88748,"Regular","rare",4711,"Health"
88749,"Regular","occasional",14133,"Clothing"
88750,"Regular","frequent",3677,"Health"
88751,"Silver","rare",4760,"Beauty"
88752,"Silver","rare",14115,"Food"
88753,"Regular","occasional",14885,"Food"
88754,"Regular","occasional",6883,"Clothing"
88755,"Regular","rare",2506,"Electronics"
88756,"Regular","occasional",2202,"Clothing"
88757,"Regular","occasional",10163,"Books"
88758,"Regular","rare",2964,"Books"
88759,"Regular","frequent",1604,"Home"
88760,"Regular","occasional",14816,"Electronics"
88761,"Gold","rare",10497,"Books"
88762,"Regular","rare",7749,"Electronics"
88763,"Regular","frequent",19283,"Books"
88764,"Silver","rare",13749,"Home"
88765,"Silver","occasional",13041,"Food"
88766,"Gold","rare",4702,"Clothing"
88767,"Silver","rare",9355,"Clothing"
88768,"Silver","rare",11150,"Electronics"
88769,"Regular","rare",3600,"Health"
88770,"Regular","rare",4658,"Books"
88771,"Regular","frequent",10955,"Electronics"
88772,"Regular","rare",15030,"Electronics"
88773,"Silver","rare",3518,"Books"
88774,"Silver","occasional",11748,"Books"
88775,"Silver","rare",7136,"Electronics"
88776,"Silver","occasional",13820,"Food"
88777,"Regular","occasional",13552,"Electronics"
88778,"Regular","rare",5976,"Electronics"
88779,"Silver","rare",14059,"Food"
88780,"Regular","rare",5328,"Clothing"
88781,"Gold","rare",4577,"Clothing"
88782,"Silver","occasional",10870,"Electronics"
88783,"Regular","occasional",1666,"Electronics"
88784,"Silver","frequent",6011,"Clothing"
88785,"Regular","rare",18126,"Electronics"
88786,"Silver","rare",6144,"Electronics"
88787,"Regular","occasional",12287,"Health"
88788,"Silver","rare",5752,"Clothing"
88789,"Regular","occasional",4959,"Electronics"
88790,"Regular","occasional",2486,"Health"
88791,"Silver","rare",13106,"Electronics"
88792,"Regular","rare",4996,"Books"
88793,"Silver","rare",15749,"Electronics"
88794,"Regular","rare",5792,"Food"
88795,"Regular","rare",8586,"Clothing"
88796,"Regular","occasional",7830,"Books"
88797,"Regular","occasional",9467,"Home"
88798,"Regular","rare",3345,"Clothing"
88799,"Regular","occasional",6294,"Clothing"
88800,"Gold","rare",7183,"Books"
88801,"Regular","rare",4039,"Electronics"
88802,"Regular","rare",8436,"Beauty"
88803,"Silver","rare",1906,"Clothing"
88804,"Regular","occasional",14615,"Food"
88805,"Regular","rare",7013,"Electronics"
88806,"Regular","occasional",10624,"Clothing"
88807,"Silver","frequent",16439,"Clothing"
88808,"Regular","rare",4421,"Food"
88809,"Regular","frequent",6862,"Electronics"
88810,"Regular","rare",6829,"Books"
88811,"Regular","occasional",10924,"Health"
88812,"Regular","frequent",14159,"Clothing"
88813,"Silver","rare",8033,"Books"
88814,"Silver","occasional",15551,"Books"
88815,"Regular","rare",12930,"Clothing"
88816,"Regular","rare",13669,"Books"
88817,"Silver","frequent",8892,"Clothing"
88818,"Silver","occasional",9744,"Books"
88819,"Regular","occasional",5449,"Food"
88820,"Silver","occasional",15596,"Books"
88821,"Regular","occasional",9921,"Electronics"
88822,"Regular","rare",16881,"Books"
88823,"Regular","rare",1935,"Books"
88824,"Regular","occasional",17314,"Health"
88825,"Regular","occasional",8599,"Beauty"
88826,"Regular","occasional",12368,"Books"
88827,"Regular","frequent",6879,"Books"
88828,"Silver","frequent",15203,"Clothing"
88829,"Regular","rare",7464,"Food"
88830,"Regular","frequent",1579,"Health"
88831,"Regular","frequent",16694,"Food"
88832,"Gold","occasional",2353,"Health"
88833,"Regular","rare",9575,"Clothing"
88834,"Silver","frequent",7840,"Food"
88835,"Silver","occasional",2668,"Clothing"
88836,"Regular","rare",10065,"Health"
88837,"Regular","frequent",9107,"Health"
88838,"Silver","rare",13223,"Electronics"
88839,"Silver","rare",9590,"Electronics"
88840,"Silver","occasional",21880,"Beauty"
88841,"Silver","rare",16302,"Books"
88842,"Regular","rare",4550,"Electronics"
88843,"Gold","occasional",11845,"Health"
88844,"Regular","rare",15732,"Home"
88845,"Silver","frequent",2989,"Food"
88846,"Silver","occasional",7100,"Clothing"
88847,"Regular","rare",11407,"Food"
88848,"Regular","occasional",14750,"Electronics"
88849,"Regular","occasional",4810,"Books"
88850,"Regular","rare",1644,"Health"
88851,"Regular","rare",5922,"Beauty"
88852,"Regular","frequent",7494,"Food"
88853,"Regular","occasional",5290,"Books"
88854,"Silver","occasional",10843,"Books"
88855,"Regular","frequent",5547,"Beauty"
88856,"Regular","rare",2034,"Electronics"
88857,"Regular","occasional",8189,"Electronics"
88858,"Regular","rare",16484,"Health"
88859,"Silver","occasional",5287,"Food"
88860,"Regular","rare",12246,"Clothing"
88861,"Regular","rare",9983,"Electronics"
88862,"Regular","frequent",3954,"Clothing"
88863,"Gold","rare",14516,"Clothing"
88864,"Regular","occasional",2336,"Clothing"
88865,"Silver","occasional",9898,"Food"
88866,"Regular","occasional",12796,"Beauty"
88867,"Regular","occasional",6828,"Books"
88868,"Silver","frequent",9406,"Electronics"
88869,"Regular","rare",16399,"Clothing"
88870,"Regular","rare",16561,"Health"
88871,"Regular","rare",13418,"Books"
88872,"Silver","occasional",5838,"Electronics"
88873,"Regular","rare",11448,"Electronics"
88874,"Regular","rare",7750,"Food"
88875,"Gold","rare",4635,"Health"
88876,"Gold","frequent",9329,"Electronics"
88877,"Gold","frequent",11513,"Electronics"
88878,"Regular","occasional",17363,"Books"
88879,"Regular","rare",11200,"Health"
88880,"Gold","rare",18342,"Clothing"
88881,"Regular","rare",4304,"Clothing"
88882,"Regular","rare",8455,"Electronics"
88883,"Regular","frequent",19046,"Clothing"
88884,"Silver","occasional",5145,"Home"
88885,"Regular","occasional",12862,"Home"
88886,"Regular","rare",10901,"Beauty"
88887,"Regular","rare",9324,"Electronics"
88888,"Regular","rare",13607,"Food"
88889,"Regular","rare",14802,"Clothing"
88890,"Silver","frequent",13884,"Beauty"
88891,"Silver","rare",20398,"Books"
88892,"Regular","rare",2972,"Books"
88893,"Regular","rare",8752,"Electronics"
88894,"Silver","frequent",12541,"Electronics"
88895,"Silver","frequent",2273,"Clothing"
88896,"Silver","frequent",13300,"Electronics"
88897,"Silver","frequent",13131,"Electronics"
88898,"Silver","occasional",4066,"Food"
88899,"Silver","rare",4963,"Clothing"
88900,"Silver","occasional",2599,"Clothing"
88901,"Regular","rare",4223,"Health"
88902,"Regular","occasional",2530,"Clothing"
88903,"Silver","occasional",14751,"Electronics"
88904,"Silver","rare",2629,"Food"
88905,"Silver","rare",9949,"Beauty"
88906,"Silver","rare",10896,"Beauty"
88907,"Regular","occasional",6223,"Food"
88908,"Silver","rare",11502,"Electronics"
88909,"Silver","rare",17437,"Books"
88910,"Silver","frequent",4027,"Beauty"
88911,"Silver","occasional",11291,"Books"
88912,"Regular","rare",8496,"Electronics"
88913,"Regular","frequent",5395,"Electronics"
88914,"Regular","rare",10470,"Clothing"
88915,"Regular","rare",12335,"Health"
88916,"Regular","occasional",8574,"Clothing"
88917,"Regular","occasional",14632,"Electronics"
88918,"Regular","rare",3840,"Electronics"
88919,"Silver","rare",4172,"Clothing"
88920,"Regular","frequent",6157,"Electronics"
88921,"Regular","occasional",10984,"Food"
88922,"Regular","occasional",17203,"Books"
88923,"Regular","rare",18604,"Clothing"
88924,"Regular","occasional",3977,"Food"
88925,"Regular","rare",7596,"Electronics"
88926,"Regular","occasional",4002,"Clothing"
88927,"Gold","rare",15829,"Beauty"
88928,"Regular","rare",6319,"Electronics"
88929,"Silver","occasional",16263,"Food"
88930,"Regular","occasional",2867,"Electronics"
88931,"Silver","rare",12772,"Books"
88932,"Regular","occasional",4620,"Clothing"
88933,"Regular","frequent",12285,"Food"
88934,"Silver","occasional",14516,"Clothing"
88935,"Regular","rare",10250,"Food"
88936,"Silver","rare",7271,"Food"
88937,"Silver","occasional",18284,"Clothing"
88938,"Regular","occasional",18706,"Clothing"
88939,"Regular","rare",7141,"Electronics"
88940,"Regular","rare",7621,"Health"
88941,"Gold","rare",10415,"Electronics"
88942,"Silver","frequent",9632,"Health"
88943,"Regular","frequent",2835,"Books"
88944,"Regular","rare",8663,"Books"
88945,"Regular","rare",4055,"Books"
88946,"Regular","rare",11575,"Electronics"
88947,"Silver","occasional",17284,"Food"
88948,"Regular","occasional",13362,"Health"
88949,"Regular","rare",1821,"Food"
88950,"Silver","rare",5369,"Electronics"
88951,"Regular","rare",2566,"Clothing"
88952,"Regular","rare",5467,"Clothing"
88953,"Regular","occasional",10521,"Clothing"
88954,"Regular","rare",3705,"Food"
88955,"Regular","occasional",10480,"Books"
88956,"Regular","rare",15625,"Food"
88957,"Regular","occasional",8784,"Clothing"
88958,"Silver","frequent",18116,"Health"
88959,"Regular","occasional",14623,"Clothing"
88960,"Regular","rare",3698,"Electronics"
88961,"Regular","rare",16452,"Books"
88962,"Gold","occasional",10216,"Electronics"
88963,"Gold","occasional",14295,"Electronics"
88964,"Regular","frequent",2458,"Clothing"
88965,"Regular","occasional",2155,"Books"
88966,"Regular","frequent",4718,"Food"
88967,"Silver","rare",4755,"Clothing"
88968,"Regular","occasional",2561,"Books"
88969,"Regular","frequent",12565,"Food"
88970,"Regular","rare",14766,"Clothing"
88971,"Silver","frequent",11536,"Food"
88972,"Regular","occasional",3647,"Food"
88973,"Regular","frequent",16970,"Electronics"
88974,"Regular","occasional",4842,"Clothing"
88975,"Silver","occasional",2015,"Electronics"
88976,"Silver","rare",13589,"Clothing"
88977,"Regular","rare",13962,"Books"
88978,"Regular","occasional",10445,"Clothing"
88979,"Regular","occasional",2886,"Electronics"
88980,"Regular","frequent",16263,"Food"
88981,"Gold","rare",15347,"Books"
88982,"Regular","occasional",3765,"Books"
88983,"Silver","rare",8731,"Food"
88984,"Regular","rare",14866,"Books"
88985,"Regular","occasional",10616,"Clothing"
88986,"Gold","occasional",7289,"Electronics"
88987,"Regular","rare",17144,"Beauty"
88988,"Silver","rare",4329,"Clothing"
88989,"Regular","frequent",8686,"Clothing"
88990,"Regular","frequent",2363,"Food"
88991,"Regular","rare",6457,"Home"
88992,"Regular","rare",11279,"Electronics"
88993,"Regular","rare",16007,"Books"
88994,"Regular","rare",14880,"Electronics"
88995,"Regular","rare",10886,"Food"
88996,"Silver","rare",5503,"Clothing"
88997,"Gold","rare",13954,"Electronics"
88998,"Gold","rare",6019,"Clothing"
88999,"Silver","rare",12792,"Books"
89000,"Silver","rare",12658,"Health"
89001,"Silver","rare",8653,"Books"
89002,"Gold","frequent",8548,"Books"
89003,"Regular","occasional",6996,"Health"
89004,"Regular","rare",10558,"Electronics"
89005,"Regular","rare",14429,"Books"
89006,"Regular","rare",10758,"Food"
89007,"Silver","frequent",5317,"Electronics"
89008,"Regular","rare",20600,"Electronics"
89009,"Silver","rare",9130,"Electronics"
89010,"Gold","occasional",14545,"Home"
89011,"Gold","rare",18342,"Books"
89012,"Gold","rare",12592,"Electronics"
89013,"Gold","rare",12989,"Food"
89014,"Regular","frequent",9386,"Books"
89015,"Regular","rare",12126,"Electronics"
89016,"Regular","rare",5566,"Electronics"
89017,"Regular","occasional",17147,"Electronics"
89018,"Regular","rare",12558,"Electronics"
89019,"Regular","occasional",8572,"Clothing"
89020,"Silver","rare",10964,"Clothing"
89021,"Silver","frequent",8416,"Books"
89022,"Silver","occasional",2933,"Clothing"
89023,"Regular","rare",16843,"Clothing"
89024,"Regular","rare",17164,"Clothing"
89025,"Regular","rare",8340,"Health"
89026,"Silver","rare",13872,"Electronics"
89027,"Regular","occasional",14839,"Health"
89028,"Silver","rare",5193,"Electronics"
89029,"Regular","occasional",12696,"Health"
89030,"Gold","occasional",7968,"Food"
89031,"Regular","occasional",6197,"Clothing"
89032,"Regular","rare",12518,"Electronics"
89033,"Regular","rare",10383,"Electronics"
89034,"Regular","rare",5000,"Food"
89035,"Regular","rare",9541,"Food"
89036,"Regular","rare",11011,"Books"
89037,"Silver","occasional",10510,"Books"
89038,"Regular","frequent",8127,"Food"
89039,"Regular","frequent",11416,"Books"
89040,"Regular","rare",5059,"Beauty"
89041,"Silver","occasional",15847,"Books"
89042,"Silver","rare",16345,"Clothing"
89043,"Regular","occasional",12677,"Clothing"
89044,"Regular","rare",7906,"Clothing"
89045,"Regular","rare",10311,"Health"
89046,"Regular","rare",6772,"Home"
89047,"Regular","rare",18343,"Health"
89048,"Silver","rare",15173,"Food"
89049,"Regular","rare",14786,"Beauty"
89050,"Regular","occasional",1977,"Clothing"
89051,"Silver","rare",13430,"Electronics"
89052,"Regular","frequent",2389,"Health"
89053,"Regular","occasional",15785,"Beauty"
89054,"Regular","frequent",14643,"Beauty"
89055,"Regular","rare",4557,"Electronics"
89056,"Silver","occasional",4283,"Food"
89057,"Regular","rare",2327,"Electronics"
89058,"Regular","rare",8200,"Electronics"
89059,"Regular","occasional",15064,"Clothing"
89060,"Gold","frequent",18654,"Electronics"
89061,"Regular","occasional",3903,"Clothing"
89062,"Silver","occasional",8488,"Electronics"
89063,"Regular","occasional",18600,"Health"
89064,"Silver","rare",11971,"Books"
89065,"Regular","rare",2527,"Electronics"
89066,"Regular","rare",4638,"Food"
89067,"Regular","frequent",7517,"Books"
89068,"Silver","rare",11037,"Food"
89069,"Regular","rare",8856,"Food"
89070,"Regular","frequent",3882,"Health"
89071,"Regular","rare",13957,"Books"
89072,"Silver","frequent",2347,"Clothing"
89073,"Regular","rare",14146,"Home"
89074,"Silver","rare",5903,"Food"
89075,"Regular","occasional",8687,"Clothing"
89076,"Regular","occasional",12109,"Electronics"
89077,"Regular","occasional",7118,"Books"
89078,"Regular","rare",8361,"Clothing"
89079,"Regular","occasional",7416,"Home"
89080,"Regular","rare",9235,"Electronics"
89081,"Regular","rare",9774,"Clothing"
89082,"Regular","occasional",8054,"Clothing"
89083,"Regular","occasional",6170,"Clothing"
89084,"Regular","frequent",14952,"Health"
89085,"Regular","rare",12427,"Food"
89086,"Regular","occasional",2378,"Clothing"
89087,"Regular","occasional",11144,"Health"
89088,"Regular","occasional",14592,"Clothing"
89089,"Silver","occasional",11852,"Clothing"
89090,"Regular","frequent",3406,"Clothing"
89091,"Regular","occasional",6423,"Clothing"
89092,"Regular","occasional",2397,"Books"
89093,"Regular","occasional",3498,"Books"
89094,"Regular","occasional",6337,"Food"
89095,"Silver","rare",11454,"Beauty"
89096,"Regular","occasional",19894,"Clothing"
89097,"Regular","rare",16673,"Electronics"
89098,"Silver","frequent",15066,"Books"
89099,"Regular","occasional",9849,"Beauty"
89100,"Regular","rare",4748,"Books"
89101,"Silver","rare",12137,"Beauty"
89102,"Regular","occasional",14329,"Electronics"
89103,"Regular","rare",8615,"Food"
89104,"Regular","rare",4111,"Electronics"
89105,"Regular","frequent",4916,"Food"
89106,"Silver","rare",4657,"Electronics"
89107,"Regular","occasional",11001,"Books"
89108,"Silver","frequent",9786,"Clothing"
89109,"Silver","frequent",2655,"Food"
89110,"Regular","occasional",8214,"Electronics"
89111,"Regular","frequent",8096,"Clothing"
89112,"Regular","occasional",3136,"Electronics"
89113,"Regular","rare",13945,"Electronics"
89114,"Silver","rare",7574,"Clothing"
89115,"Silver","rare",7669,"Electronics"
89116,"Silver","occasional",5703,"Health"
89117,"Silver","frequent",7321,"Food"
89118,"Regular","rare",14880,"Beauty"
89119,"Regular","rare",13397,"Electronics"
89120,"Regular","rare",2265,"Electronics"
89121,"Regular","frequent",3128,"Health"
89122,"Regular","rare",13288,"Health"
89123,"Regular","frequent",13154,"Home"
89124,"Regular","rare",5017,"Electronics"
89125,"Silver","occasional",17853,"Clothing"
89126,"Silver","frequent",14333,"Clothing"
89127,"Regular","occasional",6027,"Food"
89128,"Silver","rare",8060,"Health"
89129,"Gold","occasional",19770,"Health"
89130,"Regular","occasional",9253,"Food"
89131,"Regular","occasional",19878,"Books"
89132,"Regular","occasional",2053,"Health"
89133,"Gold","frequent",7032,"Electronics"
89134,"Regular","rare",9077,"Health"
89135,"Regular","frequent",15296,"Food"
89136,"Gold","rare",4330,"Books"
89137,"Regular","rare",5447,"Books"
89138,"Silver","occasional",1811,"Electronics"
89139,"Regular","frequent",1799,"Beauty"
89140,"Silver","occasional",15336,"Beauty"
89141,"Silver","frequent",9414,"Clothing"
89142,"Silver","rare",2460,"Electronics"
89143,"Regular","rare",11871,"Food"
89144,"Regular","rare",9523,"Clothing"
89145,"Regular","rare",2226,"Electronics"
89146,"Regular","rare",16962,"Electronics"
89147,"Regular","rare",13002,"Electronics"
89148,"Regular","occasional",11677,"Home"
89149,"Regular","frequent",8093,"Clothing"
89150,"Silver","rare",13700,"Books"
89151,"Regular","frequent",4575,"Electronics"
89152,"Silver","rare",4051,"Books"
89153,"Regular","rare",4110,"Books"
89154,"Gold","rare",5843,"Electronics"
89155,"Regular","rare",17199,"Food"
89156,"Gold","occasional",11164,"Health"
89157,"Regular","occasional",11739,"Electronics"
89158,"Silver","rare",10862,"Food"
89159,"Regular","occasional",10718,"Clothing"
89160,"Regular","rare",2524,"Health"
89161,"Regular","occasional",6182,"Health"
89162,"Gold","occasional",7820,"Clothing"
89163,"Silver","occasional",4098,"Books"
89164,"Gold","frequent",6020,"Food"
89165,"Silver","rare",16255,"Clothing"
89166,"Regular","rare",15892,"Clothing"
89167,"Silver","rare",11743,"Clothing"
89168,"Silver","rare",14807,"Health"
89169,"Regular","occasional",2453,"Electronics"
89170,"Silver","occasional",9211,"Electronics"
89171,"Silver","rare",11254,"Food"
89172,"Silver","rare",22027,"Beauty"
89173,"Regular","rare",10800,"Books"
89174,"Regular","rare",1984,"Health"
89175,"Gold","occasional",5288,"Beauty"
89176,"Silver","occasional",15439,"Food"
89177,"Silver","rare",17945,"Food"
89178,"Regular","frequent",16593,"Home"
89179,"Regular","occasional",16136,"Electronics"
89180,"Regular","rare",21681,"Books"
89181,"Silver","rare",1916,"Food"
89182,"Regular","rare",11843,"Food"
89183,"Regular","rare",4597,"Electronics"
89184,"Regular","rare",12693,"Clothing"
89185,"Regular","rare",3466,"Home"
89186,"Regular","frequent",11849,"Electronics"
89187,"Regular","frequent",4353,"Food"
89188,"Regular","occasional",9893,"Clothing"
89189,"Regular","rare",7649,"Clothing"
89190,"Silver","frequent",5043,"Electronics"
89191,"Regular","occasional",8100,"Health"
89192,"Regular","rare",16856,"Books"
89193,"Silver","occasional",3848,"Electronics"
89194,"Regular","frequent",2454,"Health"
89195,"Silver","occasional",4503,"Books"
89196,"Regular","rare",8433,"Food"
89197,"Regular","rare",4223,"Clothing"
89198,"Gold","occasional",17124,"Electronics"
89199,"Regular","rare",15095,"Food"
89200,"Regular","occasional",12042,"Books"
89201,"Silver","rare",19343,"Health"
89202,"Regular","frequent",3012,"Clothing"
89203,"Silver","rare",3763,"Clothing"
89204,"Regular","rare",6611,"Electronics"
89205,"Silver","rare",14030,"Clothing"
89206,"Silver","rare",5090,"Electronics"
89207,"Regular","rare",2100,"Electronics"
89208,"Gold","occasional",3242,"Home"
