"id","age","gender","education","region"
74013,36,"Female","HighSchool","North"
74014,35,"Male","Bachelor","West"
74015,21,"Female","HighSchool","South"
74016,25,"Female","Bachelor","North"
74017,33,"Female","College","East"
74018,28,"Female","HighSchool","West"
74019,31,"Female","College","East"
74020,29,"Male","College","West"
74021,28,"Female","Bachelor","West"
74022,32,"Male","College","West"
74023,33,"Female","Bachelor","East"
74024,29,"Female","Bachelor","East"
74025,36,"Female","HighSchool","North"
74026,25,"Female","Bachelor","West"
74027,23,"Female","Bachelor","South"
74028,29,"Female","Bachelor","East"
74029,30,"Male","Bachelor","East"
74030,24,"Female","Masters","East"
74031,38,"Female","Masters","South"
74032,28,"Male","HighSchool","West"
74033,24,"Male","College","West"
74034,32,"Female","Masters","East"
74035,29,"Female","HighSchool","East"
74036,35,"Male","College","South"
74037,31,"Male","College","West"
74038,26,"Female","College","West"
74039,29,"Female","Bachelor","West"
74040,32,"Female","Bachelor","East"
74041,34,"Male","College","East"
74042,32,"Male","College","East"
74043,31,"Female","Masters","North"
74044,29,"Female","Bachelor","West"
74045,33,"Male","College","East"
74046,23,"Male","College","West"
74047,37,"Male","HighSchool","West"
74048,34,"Female","College","North"
74049,30,"Female","Bachelor","North"
74050,34,"Female","HighSchool","East"
74051,33,"Female","HighSchool","East"
74052,30,"Male","College","East"
74053,26,"Female","College","East"
74054,28,"Female","HighSchool","South"
74055,24,"Male","HighSchool","West"
74056,32,"Female","HighSchool","West"
74057,28,"Male","Bachelor","East"
74058,19,"Male","College","West"
74059,28,"Female","College","South"
74060,30,"Female","Bachelor","West"
74061,18,"Female","College","West"
74062,29,"Female","College","East"
74063,33,"Male","College","West"
74064,34,"Female","College","West"
74065,27,"Male","Bachelor","East"
74066,26,"Female","College","East"
74067,41,"Male","College","North"
74068,28,"Female","College","East"
74069,20,"Female","Bachelor","East"
74070,31,"Female","College","North"
74071,35,"Male","Bachelor","West"
74072,41,"Male","Bachelor","North"
74073,31,"Female","College","West"
74074,28,"Female","College","North"
74075,28,"Female","HighSchool","West"
74076,30,"Male","College","South"
74077,28,"Female","College","South"
74078,38,"Female","College","South"
74079,29,"Male","HighSchool","South"
74080,23,"Female","College","South"
74081,39,"Male","Masters","South"
74082,31,"Male","HighSchool","West"
74083,27,"Male","HighSchool","North"
74084,32,"Male","Bachelor","West"
74085,37,"Male","College","West"
74086,32,"Male","College","South"
74087,30,"Female","College","East"
74088,28,"Female","College","East"
74089,28,"Male","Masters","North"
74090,29,"Male","College","North"
74091,33,"Female","College","South"
74092,31,"Male","Bachelor","South"
74093,26,"Male","Masters","East"
74094,39,"Female","College","South"
74095,30,"Female","HighSchool","West"
74096,31,"Female","College","North"
74097,20,"Male","HighSchool","East"
74098,26,"Male","Bachelor","South"
74099,32,"Female","HighSchool","East"
74100,29,"Male","Masters","North"
74101,32,"Female","College","North"
74102,31,"Female","HighSchool","West"
74103,31,"Female","College","East"
74104,32,"Male","College","East"
74105,34,"Male","College","North"
74106,34,"Female","HighSchool","East"
74107,32,"Male","Bachelor","East"
74108,35,"Male","Bachelor","East"
74109,33,"Female","HighSchool","North"
74110,31,"Male","College","North"
74111,35,"Female","College","East"
74112,39,"Male","Masters","South"
74113,35,"Female","HighSchool","East"
74114,24,"Male","HighSchool","South"
74115,26,"Female","College","North"
74116,33,"Female","HighSchool","South"
74117,32,"Male","College","North"
74118,28,"Male","College","North"
74119,36,"Male","Bachelor","East"
74120,32,"Male","College","East"
74121,36,"Male","College","West"
74122,25,"Male","College","South"
74123,24,"Female","HighSchool","East"
74124,34,"Male","Bachelor","South"
74125,33,"Female","Bachelor","West"
74126,28,"Female","College","North"
74127,32,"Male","Bachelor","West"
74128,32,"Female","College","West"
74129,34,"Female","HighSchool","West"
74130,35,"Female","HighSchool","North"
74131,27,"Male","Bachelor","West"
74132,35,"Female","College","East"
74133,38,"Male","Masters","West"
74134,39,"Female","HighSchool","West"
74135,44,"Female","HighSchool","West"
74136,35,"Female","College","West"
74137,30,"Female","Bachelor","North"
74138,26,"Male","HighSchool","South"
74139,33,"Female","College","West"
74140,33,"Male","HighSchool","West"
74141,29,"Male","HighSchool","South"
74142,34,"Female","HighSchool","West"
74143,23,"Female","College","North"
74144,28,"Male","Bachelor","East"
74145,33,"Male","College","East"
74146,26,"Female","College","East"
74147,29,"Male","HighSchool","East"
74148,37,"Female","Bachelor","West"
74149,21,"Female","College","North"
74150,35,"Female","College","North"
74151,35,"Female","College","South"
74152,31,"Male","HighSchool","North"
74153,32,"Male","Bachelor","East"
74154,31,"Female","Bachelor","East"
74155,29,"Female","HighSchool","East"
74156,36,"Female","College","West"
74157,44,"Male","HighSchool","East"
74158,32,"Male","Bachelor","North"
74159,31,"Female","Bachelor","West"
74160,33,"Female","Masters","East"
74161,31,"Male","College","North"
74162,34,"Female","Bachelor","East"
74163,29,"Female","HighSchool","North"
74164,37,"Male","Bachelor","West"
74165,38,"Female","HighSchool","South"
74166,34,"Male","Bachelor","West"
74167,29,"Female","College","South"
74168,24,"Male","HighSchool","West"
74169,34,"Female","Masters","East"
74170,29,"Female","Bachelor","West"
74171,26,"Male","College","East"
74172,31,"Male","Bachelor","North"
74173,35,"Male","Bachelor","South"
74174,30,"Female","Bachelor","East"
74175,27,"Female","College","West"
74176,29,"Female","College","West"
74177,33,"Male","Masters","South"
74178,28,"Female","Bachelor","West"
74179,28,"Female","Bachelor","West"
74180,30,"Female","Bachelor","South"
74181,36,"Female","HighSchool","South"
74182,27,"Female","HighSchool","East"
74183,22,"Male","College","East"
74184,40,"Female","College","East"
74185,31,"Female","College","East"
74186,30,"Female","Bachelor","East"
74187,34,"Female","College","West"
74188,30,"Male","Bachelor","South"
74189,31,"Male","HighSchool","East"
74190,22,"Female","HighSchool","East"
74191,33,"Female","College","South"
74192,28,"Male","Bachelor","West"
74193,27,"Female","Bachelor","West"
74194,32,"Female","HighSchool","West"
74195,34,"Male","College","West"
74196,38,"Male","Bachelor","West"
74197,31,"Male","HighSchool","West"
74198,31,"Female","HighSchool","North"
74199,31,"Female","Bachelor","North"
74200,27,"Male","College","West"
74201,30,"Female","College","East"
74202,35,"Male","Bachelor","West"
74203,35,"Male","College","East"
74204,24,"Male","Bachelor","North"
74205,30,"Male","College","East"
74206,28,"Male","Bachelor","East"
74207,32,"Female","College","East"
74208,32,"Male","College","North"
74209,31,"Male","Masters","South"
74210,26,"Male","Bachelor","North"
74211,29,"Male","Masters","South"
74212,27,"Male","Masters","North"
74213,24,"Female","Bachelor","North"
74214,33,"Male","Bachelor","West"
74215,25,"Male","Bachelor","North"
74216,27,"Male","College","West"
74217,38,"Male","Bachelor","South"
74218,33,"Male","Bachelor","North"
74219,24,"Male","College","East"
74220,32,"Male","Bachelor","South"
74221,34,"Male","College","West"
74222,30,"Male","Bachelor","East"
74223,29,"Male","College","East"
74224,29,"Male","HighSchool","West"
74225,25,"Male","College","North"
74226,36,"Male","Bachelor","South"
74227,25,"Male","Bachelor","North"
74228,33,"Female","HighSchool","West"
74229,33,"Female","College","North"
74230,24,"Male","Masters","West"
74231,36,"Female","College","North"
74232,34,"Female","Bachelor","North"
74233,23,"Female","College","West"
74234,29,"Female","Bachelor","West"
74235,26,"Female","College","West"
74236,29,"Female","HighSchool","North"
74237,21,"Male","Bachelor","South"
74238,23,"Female","HighSchool","North"
74239,29,"Male","College","East"
74240,35,"Male","College","East"
74241,29,"Male","College","South"
74242,31,"Male","College","South"
74243,22,"Male","Bachelor","West"
74244,27,"Male","College","North"
74245,33,"Male","HighSchool","East"
74246,24,"Male","College","North"
74247,23,"Male","College","North"
74248,35,"Female","College","West"
74249,27,"Male","College","East"
74250,27,"Male","College","West"
74251,31,"Female","College","South"
74252,31,"Female","College","West"
74253,35,"Male","Bachelor","East"
74254,30,"Male","Masters","East"
74255,30,"Female","Bachelor","North"
74256,31,"Female","Bachelor","North"
74257,28,"Female","College","South"
74258,36,"Female","College","East"
74259,34,"Male","Bachelor","South"
74260,28,"Male","HighSchool","West"
74261,30,"Female","College","West"
74262,35,"Female","HighSchool","South"
74263,27,"Male","Bachelor","West"
74264,32,"Male","Bachelor","South"
74265,27,"Female","College","South"
74266,32,"Male","HighSchool","East"
74267,31,"Male","Masters","West"
74268,29,"Male","College","West"
74269,34,"Female","Masters","West"
74270,34,"Male","College","North"
74271,24,"Female","College","West"
74272,33,"Male","College","West"
74273,29,"Male","College","West"
74274,34,"Male","College","South"
74275,37,"Male","Masters","West"
74276,32,"Male","College","North"
74277,30,"Male","College","West"
74278,36,"Female","Bachelor","West"
74279,31,"Female","College","North"
74280,32,"Female","College","East"
74281,28,"Female","Bachelor","East"
74282,25,"Female","HighSchool","East"
74283,29,"Female","Bachelor","West"
74284,31,"Male","College","East"
74285,29,"Male","Bachelor","East"
74286,31,"Female","College","East"
74287,25,"Female","Bachelor","South"
74288,26,"Male","College","North"
74289,35,"Male","Bachelor","West"
74290,29,"Female","HighSchool","North"
74291,31,"Female","HighSchool","North"
74292,27,"Male","HighSchool","East"
74293,30,"Female","Bachelor","West"
74294,30,"Male","Masters","South"
74295,29,"Male","College","South"
74296,30,"Male","Bachelor","West"
74297,30,"Male","Bachelor","West"
74298,16,"Male","College","West"
74299,28,"Female","College","West"
74300,26,"Male","College","West"
74301,28,"Male","HighSchool","West"
74302,33,"Female","Masters","East"
74303,27,"Male","HighSchool","East"
74304,31,"Female","College","East"
74305,34,"Female","HighSchool","South"
74306,23,"Female","HighSchool","West"
74307,29,"Male","College","East"
74308,18,"Male","HighSchool","East"
74309,32,"Female","Bachelor","East"
74310,30,"Female","HighSchool","East"
74311,41,"Female","HighSchool","East"
74312,32,"Male","College","South"
74313,24,"Male","College","West"
74314,25,"Female","Bachelor","East"
74315,31,"Male","Bachelor","East"
74316,27,"Female","College","West"
74317,27,"Male","Bachelor","East"
74318,27,"Male","HighSchool","South"
74319,30,"Male","College","North"
74320,32,"Male","Bachelor","South"
74321,28,"Male","Bachelor","North"
74322,38,"Male","Bachelor","West"
74323,24,"Male","College","East"
74324,25,"Female","College","South"
74325,31,"Female","Masters","East"
74326,34,"Male","College","West"
74327,29,"Female","Bachelor","West"
74328,32,"Male","College","South"
74329,36,"Female","Bachelor","West"
74330,34,"Female","College","South"
74331,35,"Male","Bachelor","West"
74332,24,"Female","College","West"
74333,30,"Male","College","North"
74334,28,"Female","HighSchool","West"
74335,25,"Female","College","South"
74336,33,"Male","Bachelor","North"
74337,28,"Female","HighSchool","East"
74338,29,"Female","College","East"
74339,31,"Female","HighSchool","East"
74340,31,"Male","College","North"
74341,31,"Male","HighSchool","North"
74342,33,"Female","Bachelor","East"
74343,27,"Female","Bachelor","West"
74344,36,"Female","Bachelor","East"
74345,31,"Female","Bachelor","East"
74346,28,"Female","Bachelor","West"
74347,31,"Female","Bachelor","West"
74348,29,"Male","Masters","West"
74349,28,"Female","HighSchool","East"
74350,35,"Male","Bachelor","North"
74351,34,"Female","College","South"
74352,36,"Male","College","North"
74353,36,"Male","Masters","West"
74354,28,"Male","College","North"
74355,25,"Male","College","East"
74356,33,"Female","HighSchool","South"
74357,31,"Male","HighSchool","West"
74358,20,"Female","College","West"
74359,39,"Male","HighSchool","West"
74360,24,"Female","Masters","North"
74361,35,"Male","HighSchool","North"
74362,29,"Female","Masters","North"
74363,30,"Male","College","East"
74364,28,"Male","HighSchool","North"
74365,28,"Female","College","North"
74366,31,"Female","Bachelor","North"
74367,27,"Male","Bachelor","West"
74368,29,"Female","College","West"
74369,34,"Male","HighSchool","South"
74370,31,"Female","HighSchool","West"
74371,33,"Female","College","West"
74372,36,"Male","College","South"
74373,23,"Male","College","East"
74374,31,"Female","HighSchool","West"
74375,25,"Male","HighSchool","West"
74376,24,"Male","HighSchool","South"
74377,26,"Female","HighSchool","North"
74378,27,"Male","College","South"
74379,30,"Male","College","North"
74380,26,"Female","College","South"
74381,27,"Female","HighSchool","North"
74382,29,"Male","Masters","South"
74383,30,"Male","HighSchool","East"
74384,37,"Male","HighSchool","East"
74385,33,"Male","College","East"
74386,27,"Male","Bachelor","South"
74387,31,"Female","Bachelor","East"
74388,24,"Female","College","East"
74389,27,"Male","Bachelor","South"
74390,37,"Female","Bachelor","South"
74391,23,"Female","College","West"
74392,30,"Female","HighSchool","North"
74393,24,"Male","Bachelor","South"
74394,19,"Male","Bachelor","East"
74395,31,"Female","College","South"
74396,17,"Male","College","North"
74397,29,"Male","HighSchool","South"
74398,44,"Male","Bachelor","North"
74399,22,"Male","HighSchool","East"
74400,26,"Male","College","West"
74401,32,"Male","College","East"
74402,40,"Male","Masters","East"
74403,30,"Male","Masters","East"
74404,32,"Female","HighSchool","West"
74405,38,"Male","College","West"
74406,32,"Female","Masters","South"
74407,30,"Female","College","East"
74408,29,"Male","Bachelor","West"
74409,31,"Male","Bachelor","West"
74410,18,"Female","Bachelor","West"
74411,27,"Female","HighSchool","North"
74412,33,"Female","HighSchool","South"
74413,22,"Female","College","North"
74414,22,"Female","Masters","South"
74415,29,"Male","College","West"
74416,28,"Male","Bachelor","East"
74417,27,"Male","College","West"
74418,30,"Male","HighSchool","West"
74419,35,"Female","Bachelor","East"
74420,27,"Male","College","North"
74421,32,"Female","Masters","West"
74422,31,"Female","Bachelor","West"
74423,37,"Male","HighSchool","East"
74424,27,"Male","HighSchool","East"
74425,33,"Male","College","North"
74426,18,"Female","HighSchool","East"
74427,27,"Female","HighSchool","South"
74428,25,"Male","Masters","West"
74429,28,"Female","College","North"
74430,27,"Male","HighSchool","West"
74431,33,"Male","Bachelor","West"
74432,30,"Male","Bachelor","South"
74433,31,"Female","College","South"
74434,38,"Female","College","East"
74435,33,"Female","College","South"
74436,35,"Female","Bachelor","East"
74437,33,"Male","HighSchool","South"
74438,26,"Male","Bachelor","West"
74439,41,"Male","College","East"
74440,36,"Female","College","West"
74441,30,"Female","College","East"
74442,29,"Female","College","East"
74443,28,"Female","College","East"
74444,39,"Male","HighSchool","North"
74445,31,"Female","College","North"
74446,31,"Male","HighSchool","East"
74447,29,"Male","Bachelor","East"
74448,40,"Male","Bachelor","South"
74449,28,"Female","College","East"
74450,23,"Male","College","East"
74451,26,"Female","College","South"
74452,36,"Male","College","South"
74453,27,"Male","College","South"
74454,30,"Male","Bachelor","North"
74455,23,"Male","Bachelor","South"
74456,28,"Female","College","West"
74457,25,"Female","Bachelor","West"
74458,36,"Male","HighSchool","East"
74459,33,"Female","Bachelor","East"
74460,25,"Female","College","North"
74461,30,"Male","Masters","East"
74462,30,"Male","College","North"
74463,27,"Male","Bachelor","South"
74464,29,"Male","College","West"
74465,41,"Male","Bachelor","East"
74466,29,"Male","College","South"
74467,24,"Male","College","East"
74468,37,"Female","College","North"
74469,25,"Male","College","West"
74470,35,"Female","College","South"
74471,27,"Male","Bachelor","South"
74472,39,"Female","Bachelor","South"
74473,34,"Male","Bachelor","North"
74474,35,"Male","College","North"
74475,25,"Female","College","West"
74476,30,"Female","Masters","East"
74477,33,"Male","College","East"
74478,29,"Female","Bachelor","West"
74479,29,"Female","College","East"
74480,27,"Female","College","West"
74481,35,"Male","College","South"
74482,26,"Female","College","North"
74483,28,"Female","HighSchool","South"
74484,31,"Female","Bachelor","South"
74485,29,"Male","HighSchool","East"
74486,28,"Female","Masters","South"
74487,28,"Female","College","East"
74488,29,"Female","Bachelor","East"
74489,29,"Female","Masters","North"
74490,35,"Female","Bachelor","East"
74491,35,"Female","Bachelor","West"
74492,24,"Female","College","East"
74493,27,"Male","Bachelor","South"
74494,31,"Male","Masters","West"
74495,32,"Female","College","North"
74496,34,"Female","College","West"
74497,37,"Male","College","North"
74498,32,"Female","Bachelor","East"
74499,31,"Female","Bachelor","East"
74500,34,"Male","Bachelor","East"
74501,28,"Male","Masters","South"
74502,32,"Female","Bachelor","North"
74503,32,"Female","College","North"
74504,37,"Male","Masters","East"
74505,32,"Female","Masters","North"
74506,34,"Female","Bachelor","East"
74507,30,"Female","HighSchool","East"
74508,32,"Male","Masters","North"
74509,31,"Male","Bachelor","East"
74510,29,"Female","College","West"
74511,25,"Male","Masters","East"
74512,27,"Female","Masters","South"
74513,30,"Male","Bachelor","East"
74514,38,"Male","Bachelor","West"
74515,21,"Female","College","South"
74516,29,"Female","College","North"
74517,28,"Female","HighSchool","West"
74518,33,"Female","College","North"
74519,29,"Male","HighSchool","West"
74520,23,"Male","College","West"
74521,37,"Male","Bachelor","West"
74522,31,"Female","College","West"
74523,30,"Female","Bachelor","East"
74524,33,"Female","HighSchool","West"
74525,30,"Male","Bachelor","West"
74526,39,"Female","College","South"
74527,39,"Female","Bachelor","East"
74528,24,"Male","Bachelor","West"
74529,33,"Male","Bachelor","West"
74530,36,"Male","Masters","South"
74531,32,"Female","College","West"
74532,28,"Male","College","South"
74533,36,"Female","Bachelor","North"
74534,28,"Male","HighSchool","West"
74535,33,"Female","College","West"
74536,31,"Female","Bachelor","West"
74537,28,"Female","Bachelor","South"
74538,28,"Female","HighSchool","East"
74539,29,"Male","Bachelor","West"
74540,33,"Male","Bachelor","North"
74541,27,"Male","HighSchool","East"
74542,32,"Female","Bachelor","West"
74543,27,"Female","College","North"
74544,35,"Female","Bachelor","West"
74545,30,"Female","HighSchool","East"
74546,24,"Female","Masters","North"
74547,31,"Male","Masters","North"
74548,34,"Female","College","South"
74549,28,"Female","Masters","South"
74550,32,"Female","College","South"
74551,30,"Male","Bachelor","West"
74552,31,"Male","College","East"
74553,35,"Male","Bachelor","East"
74554,33,"Male","College","East"
74555,36,"Female","HighSchool","North"
74556,30,"Male","Bachelor","West"
74557,32,"Female","Bachelor","South"
74558,24,"Male","HighSchool","South"
74559,37,"Male","Bachelor","North"
74560,21,"Male","Bachelor","South"
74561,33,"Male","HighSchool","West"
74562,29,"Male","Bachelor","West"
74563,32,"Female","Masters","East"
74564,24,"Male","College","West"
74565,26,"Female","HighSchool","East"
74566,29,"Male","College","East"
74567,29,"Male","Bachelor","West"
74568,31,"Female","College","North"
74569,36,"Female","Bachelor","West"
74570,32,"Female","College","West"
74571,28,"Female","HighSchool","West"
74572,28,"Male","College","West"
74573,36,"Female","HighSchool","West"
74574,32,"Female","College","East"
74575,29,"Male","College","East"
74576,30,"Female","HighSchool","South"
74577,30,"Female","College","East"
74578,30,"Female","College","South"
74579,30,"Male","College","East"
74580,29,"Female","Bachelor","West"
74581,30,"Female","Masters","South"
74582,30,"Female","Masters","South"
74583,23,"Female","College","North"
74584,24,"Female","HighSchool","East"
74585,31,"Male","Bachelor","South"
74586,26,"Female","Bachelor","North"
74587,25,"Male","College","West"
74588,29,"Female","College","East"
74589,25,"Female","Bachelor","South"
74590,28,"Male","Masters","West"
74591,26,"Male","HighSchool","West"
74592,30,"Female","Masters","East"
74593,38,"Male","College","South"
74594,27,"Female","Masters","South"
74595,26,"Male","Bachelor","South"
74596,21,"Male","Bachelor","East"
74597,33,"Male","Bachelor","West"
74598,28,"Female","Masters","East"
74599,34,"Male","Bachelor","West"
74600,32,"Female","College","West"
74601,28,"Male","Bachelor","South"
74602,34,"Female","College","West"
74603,35,"Female","College","East"
74604,24,"Female","Bachelor","East"
74605,35,"Male","Masters","West"
74606,30,"Male","Masters","South"
74607,24,"Male","College","West"
74608,30,"Female","Bachelor","East"
74609,37,"Male","Bachelor","West"
74610,28,"Male","Bachelor","East"
74611,28,"Male","Bachelor","North"
74612,24,"Male","Bachelor","North"
74613,39,"Male","College","West"
74614,30,"Male","Bachelor","East"
74615,27,"Male","College","South"
74616,32,"Female","College","North"
74617,30,"Female","College","West"
74618,28,"Female","College","East"
74619,28,"Male","College","West"
74620,29,"Male","College","South"
74621,23,"Female","Bachelor","West"
74622,35,"Female","HighSchool","North"
74623,30,"Female","Masters","West"
74624,34,"Male","Bachelor","North"
74625,26,"Male","Bachelor","North"
74626,34,"Female","HighSchool","North"
74627,22,"Female","College","South"
74628,24,"Female","HighSchool","North"
74629,27,"Female","Bachelor","West"
74630,33,"Female","College","West"
74631,39,"Female","College","North"
74632,34,"Male","College","East"
74633,23,"Male","College","West"
74634,27,"Male","College","East"
74635,37,"Male","College","East"
74636,35,"Male","Masters","South"
74637,31,"Female","Bachelor","North"
74638,28,"Male","Bachelor","North"
74639,38,"Male","HighSchool","West"
74640,24,"Male","HighSchool","East"
74641,35,"Female","Masters","North"
74642,27,"Female","Bachelor","East"
74643,34,"Male","College","West"
74644,31,"Male","Bachelor","North"
74645,28,"Female","College","East"
74646,34,"Female","Bachelor","East"
74647,34,"Female","College","East"
74648,34,"Female","College","South"
74649,28,"Female","Bachelor","East"
74650,27,"Male","College","East"
74651,42,"Female","HighSchool","North"
74652,31,"Male","College","North"
74653,34,"Male","HighSchool","East"
74654,30,"Female","Bachelor","East"
74655,34,"Female","College","East"
74656,32,"Male","College","East"
74657,21,"Male","Masters","North"
74658,27,"Male","Masters","North"
74659,31,"Female","Bachelor","West"
74660,32,"Male","College","West"
74661,25,"Male","Masters","North"
74662,27,"Male","College","North"
74663,29,"Female","College","East"
74664,26,"Female","College","South"
74665,23,"Female","College","South"
74666,29,"Male","College","South"
74667,26,"Male","HighSchool","East"
74668,30,"Male","College","North"
74669,26,"Male","Masters","South"
74670,31,"Female","HighSchool","East"
74671,26,"Female","HighSchool","West"
74672,33,"Male","Masters","East"
74673,28,"Male","College","South"
74674,28,"Female","College","North"
74675,30,"Female","College","East"
74676,32,"Female","HighSchool","South"
74677,32,"Male","Bachelor","South"
74678,27,"Male","College","West"
74679,34,"Female","College","West"
74680,27,"Male","Masters","South"
74681,17,"Female","College","North"
74682,28,"Female","HighSchool","South"
74683,28,"Male","College","West"
74684,30,"Male","College","West"
74685,21,"Female","College","West"
74686,36,"Female","Bachelor","West"
74687,26,"Male","College","West"
74688,40,"Male","College","West"
74689,26,"Male","Masters","North"
74690,34,"Male","Bachelor","North"
74691,32,"Female","HighSchool","West"
74692,29,"Male","Bachelor","East"
74693,28,"Female","HighSchool","North"
74694,32,"Female","Bachelor","East"
74695,29,"Male","College","West"
74696,28,"Female","College","East"
74697,30,"Male","College","North"
74698,28,"Female","College","North"
74699,33,"Female","HighSchool","South"
74700,29,"Male","College","East"
74701,26,"Female","HighSchool","South"
74702,27,"Female","Bachelor","North"
74703,32,"Female","Bachelor","West"
74704,25,"Male","HighSchool","East"
74705,23,"Male","Bachelor","West"
74706,31,"Female","Bachelor","North"
74707,36,"Female","College","South"
74708,23,"Male","College","East"
74709,29,"Female","Bachelor","East"
74710,32,"Male","Bachelor","South"
74711,27,"Female","Masters","East"
74712,28,"Male","College","West"
74713,30,"Female","Bachelor","North"
74714,31,"Female","College","East"
74715,34,"Male","Bachelor","South"
74716,28,"Female","HighSchool","East"
74717,30,"Female","Bachelor","East"
74718,34,"Male","HighSchool","East"
74719,28,"Male","Bachelor","South"
74720,37,"Male","Bachelor","East"
74721,34,"Male","HighSchool","North"
74722,32,"Male","HighSchool","North"
74723,31,"Male","Bachelor","West"
74724,31,"Female","Masters","North"
74725,34,"Male","HighSchool","East"
74726,25,"Female","Masters","South"
74727,30,"Female","Masters","North"
74728,33,"Female","Bachelor","South"
74729,27,"Male","Bachelor","North"
74730,30,"Female","Bachelor","West"
74731,27,"Female","College","East"
74732,30,"Male","Bachelor","East"
74733,37,"Male","College","East"
74734,32,"Female","College","West"
74735,29,"Male","College","West"
74736,28,"Female","Masters","West"
74737,29,"Male","College","East"
74738,24,"Female","College","West"
74739,27,"Male","HighSchool","South"
74740,29,"Female","College","East"
74741,27,"Female","Masters","West"
74742,29,"Female","College","West"
74743,33,"Female","College","North"
74744,29,"Female","Bachelor","West"
74745,28,"Female","HighSchool","West"
74746,31,"Female","College","East"
74747,25,"Female","Bachelor","East"
74748,38,"Male","Bachelor","North"
74749,23,"Female","HighSchool","South"
74750,27,"Male","HighSchool","West"
74751,32,"Male","College","South"
74752,33,"Male","Bachelor","East"
74753,29,"Female","HighSchool","North"
74754,27,"Male","Bachelor","West"
74755,32,"Female","College","East"
74756,33,"Male","Bachelor","South"
74757,32,"Male","College","North"
74758,33,"Female","HighSchool","East"
74759,36,"Female","College","West"
74760,33,"Male","College","East"
74761,23,"Male","College","West"
74762,37,"Male","HighSchool","East"
74763,26,"Female","Bachelor","West"
74764,31,"Female","Masters","South"
74765,38,"Male","Bachelor","North"
74766,30,"Male","College","South"
74767,22,"Female","College","North"
74768,27,"Female","Masters","North"
74769,36,"Male","HighSchool","East"
74770,26,"Male","Bachelor","South"
74771,22,"Female","Masters","North"
74772,30,"Male","Masters","North"
74773,34,"Male","College","East"
74774,38,"Female","College","North"
74775,26,"Male","College","South"
74776,27,"Male","College","East"
74777,43,"Male","HighSchool","East"
74778,30,"Female","College","West"
74779,26,"Male","Bachelor","West"
74780,32,"Female","Masters","East"
74781,31,"Female","Bachelor","West"
74782,32,"Male","HighSchool","North"
74783,34,"Male","College","West"
74784,27,"Female","Bachelor","North"
74785,37,"Male","Bachelor","East"
74786,31,"Female","HighSchool","North"
74787,30,"Male","Bachelor","South"
74788,26,"Female","College","East"
74789,29,"Female","College","North"
74790,30,"Male","Bachelor","West"
74791,39,"Male","Bachelor","North"
74792,26,"Female","HighSchool","South"
74793,33,"Female","College","South"
74794,45,"Male","College","South"
74795,18,"Female","HighSchool","North"
74796,28,"Female","College","South"
74797,24,"Male","College","East"
74798,22,"Female","College","West"
74799,32,"Female","Bachelor","North"
74800,24,"Male","Bachelor","South"
74801,32,"Female","Masters","South"
74802,37,"Male","Bachelor","West"
74803,17,"Female","Bachelor","West"
74804,33,"Male","HighSchool","East"
74805,30,"Female","Bachelor","South"
74806,31,"Female","College","West"
74807,32,"Female","College","East"
74808,30,"Female","Bachelor","North"
74809,24,"Male","College","North"
74810,34,"Female","College","South"
74811,28,"Male","Bachelor","East"
74812,32,"Male","Masters","South"
74813,21,"Male","HighSchool","South"
74814,30,"Male","College","West"
74815,22,"Female","Bachelor","South"
74816,25,"Male","College","West"
74817,28,"Male","College","East"
74818,39,"Female","HighSchool","East"
74819,33,"Male","Bachelor","South"
74820,32,"Male","Masters","North"
74821,16,"Male","HighSchool","East"
74822,30,"Male","College","East"
74823,26,"Male","Masters","West"
74824,37,"Male","College","North"
74825,38,"Male","Masters","North"
74826,28,"Male","Bachelor","East"
74827,33,"Male","College","South"
74828,34,"Female","College","South"
74829,32,"Female","Bachelor","South"
74830,31,"Male","Bachelor","East"
74831,30,"Female","College","West"
74832,24,"Male","Bachelor","West"
74833,33,"Female","HighSchool","West"
74834,32,"Male","Masters","South"
74835,26,"Male","Bachelor","East"
74836,24,"Female","Bachelor","North"
74837,41,"Male","Bachelor","South"
74838,33,"Female","College","South"
74839,33,"Male","College","West"
74840,18,"Female","College","East"
74841,21,"Female","Bachelor","North"
74842,26,"Male","College","East"
74843,25,"Male","College","East"
74844,34,"Male","Masters","East"
74845,36,"Male","College","East"
74846,37,"Female","Masters","South"
74847,39,"Male","College","West"
74848,28,"Male","College","West"
74849,36,"Female","College","West"
74850,31,"Female","College","West"
74851,32,"Male","College","South"
74852,30,"Male","HighSchool","East"
74853,29,"Male","College","South"
74854,32,"Female","College","West"
74855,30,"Female","HighSchool","East"
74856,37,"Female","Bachelor","West"
74857,28,"Male","Bachelor","West"
74858,21,"Male","Bachelor","South"
74859,37,"Male","Masters","South"
74860,33,"Female","College","North"
74861,29,"Male","HighSchool","South"
74862,39,"Female","Bachelor","West"
74863,25,"Male","College","North"
74864,26,"Male","Bachelor","South"
74865,29,"Male","College","West"
74866,36,"Male","College","East"
74867,25,"Male","College","South"
74868,25,"Female","College","East"
74869,32,"Female","HighSchool","South"
74870,25,"Female","College","East"
74871,34,"Male","Masters","West"
74872,24,"Female","Bachelor","South"
74873,29,"Female","Bachelor","East"
74874,31,"Female","Masters","South"
74875,26,"Female","Bachelor","East"
74876,28,"Male","College","South"
